"","DATE","HOUR","STATION","FSP","NO2","NOX","O3","RSP","SO2"
"92597","2/7/17",5,"CENTRAL/WESTERN",37,8,9,109,63,7
"92598","2/7/17",6,"CENTRAL/WESTERN",36,9,10,105,60,7
"92599","2/7/17",7,"CENTRAL/WESTERN",34,17,18,97,58,7
"92600","2/7/17",8,"CENTRAL/WESTERN",34,29,31,83,58,7
"92601","2/7/17",9,"CENTRAL/WESTERN",36,42,46,73,61,7
"92602","2/7/17",10,"CENTRAL/WESTERN",38,39,44,76,65,8
"92603","2/7/17",11,"CENTRAL/WESTERN",46,39,44,79,75,8
"92604","2/7/17",12,"CENTRAL/WESTERN",51,44,50,75,79,8
"92605","2/7/17",13,"CENTRAL/WESTERN",52,35,39,87,78,7
"92606","2/7/17",14,"CENTRAL/WESTERN",50,29,34,96,70,7
"92607","2/7/17",15,"CENTRAL/WESTERN",45,31,37,102,64,8
"92608","2/7/17",16,"CENTRAL/WESTERN",41,34,39,100,62,8
"92609","2/7/17",17,"CENTRAL/WESTERN",37,43,46,95,56,8
"92610","2/7/17",18,"CENTRAL/WESTERN",40,45,47,92,59,8
"92611","2/7/17",19,"CENTRAL/WESTERN",34,55,57,70,51,8
"92612","2/7/17",20,"CENTRAL/WESTERN",29,47,49,74,42,9
"92613","2/7/17",21,"CENTRAL/WESTERN",23,36,37,81,37,8
"92614","2/7/17",22,"CENTRAL/WESTERN",24,33,34,82,39,8
"92615","2/7/17",23,"CENTRAL/WESTERN",21,26,27,87,36,8
"92616","2/7/17",24,"CENTRAL/WESTERN",21,24,25,87,37,8
"92617","3/7/17",1,"CENTRAL/WESTERN",16,24,25,95,31,6
"92618","3/7/17",2,"CENTRAL/WESTERN",19,22,22,95,36,6
"92619","3/7/17",3,"CENTRAL/WESTERN",20,19,19,97,36,6
"92620","3/7/17",4,"CENTRAL/WESTERN",21,20,20,96,40,7
"92621","3/7/17",5,"CENTRAL/WESTERN",23,15,15,100,42,7
"92622","3/7/17",6,"CENTRAL/WESTERN",24,16,16,99,42,6
"92623","3/7/17",7,"CENTRAL/WESTERN",24,23,24,92,41,7
"92624","3/7/17",8,"CENTRAL/WESTERN",25,43,45,69,42,7
"92625","3/7/17",9,"CENTRAL/WESTERN",26,46,49,71,43,6
"92628","3/7/17",12,"CENTRAL/WESTERN",37,38,45,80,57,6
"92629","3/7/17",13,"CENTRAL/WESTERN",30,36,41,90,50,6
"92630","3/7/17",14,"CENTRAL/WESTERN",30,46,51,83,51,7
"92631","3/7/17",15,"CENTRAL/WESTERN",37,53,57,81,60,7
"92632","3/7/17",16,"CENTRAL/WESTERN",40,67,72,74,63,7
"92633","3/7/17",17,"CENTRAL/WESTERN",45,74,78,78,68,8
"92634","3/7/17",18,"CENTRAL/WESTERN",52,71,72,82,74,9
"92635","3/7/17",19,"CENTRAL/WESTERN",56,69,70,82,79,10
"92636","3/7/17",20,"CENTRAL/WESTERN",62,51,51,90,85,10
"92637","3/7/17",21,"CENTRAL/WESTERN",57,42,43,92,81,8
"92638","3/7/17",22,"CENTRAL/WESTERN",55,40,40,89,76,9
"92639","3/7/17",23,"CENTRAL/WESTERN",55,32,33,87,76,8
"92640","3/7/17",24,"CENTRAL/WESTERN",59,30,31,68,80,8
"92641","4/7/17",1,"CENTRAL/WESTERN",31,59,66,14,43,18
"92642","4/7/17",2,"CENTRAL/WESTERN",27,43,45,21,38,10
"92643","4/7/17",3,"CENTRAL/WESTERN",31,41,43,19,43,7
"92644","4/7/17",4,"CENTRAL/WESTERN",25,30,31,25,37,9
"92645","4/7/17",5,"CENTRAL/WESTERN",28,29,31,20,40,7
"92646","4/7/17",6,"CENTRAL/WESTERN",25,46,57,6,36,10
"92647","4/7/17",7,"CENTRAL/WESTERN",26,56,104,1,35,26
"92648","4/7/17",8,"CENTRAL/WESTERN",28,53,93,6,38,15
"92649","4/7/17",9,"CENTRAL/WESTERN",22,57,126,7,32,9
"92650","4/7/17",10,"CENTRAL/WESTERN",26,63,156,6,38,12
"92651","4/7/17",11,"CENTRAL/WESTERN",28,64,151,8,43,14
"92652","4/7/17",12,"CENTRAL/WESTERN",27,69,148,10,42,13
"92653","4/7/17",13,"CENTRAL/WESTERN",26,74,159,12,41,15
"92654","4/7/17",14,"CENTRAL/WESTERN",23,58,92,27,39,9
"92655","4/7/17",15,"CENTRAL/WESTERN",21,64,97,22,39,9
"92656","4/7/17",16,"CENTRAL/WESTERN",19,69,114,13,38,8
"92657","4/7/17",17,"CENTRAL/WESTERN",24,71,120,10,50,6
"92658","4/7/17",18,"CENTRAL/WESTERN",22,68,116,8,41,5
"92659","4/7/17",19,"CENTRAL/WESTERN",22,86,214,0,38,13
"92660","4/7/17",20,"CENTRAL/WESTERN",28,93,297,0,48,29
"92661","4/7/17",21,"CENTRAL/WESTERN",34,99,355,0,53,39
"92662","4/7/17",22,"CENTRAL/WESTERN",33,86,306,0,51,24
"92663","4/7/17",23,"CENTRAL/WESTERN",31,91,414,0,47,26
"92664","4/7/17",24,"CENTRAL/WESTERN",39,102,476,0,62,31
"92665","5/7/17",1,"CENTRAL/WESTERN",24,31,31,62,29,7
"92666","5/7/17",2,"CENTRAL/WESTERN",23,28,29,46,31,6
"92667","5/7/17",3,"CENTRAL/WESTERN",24,21,21,53,36,6
"92668","5/7/17",4,"CENTRAL/WESTERN",22,23,24,55,33,6
"92669","5/7/17",5,"CENTRAL/WESTERN",22,18,19,57,32,6
"92670","5/7/17",6,"CENTRAL/WESTERN",19,19,19,56,29,6
"92671","5/7/17",7,"CENTRAL/WESTERN",21,23,24,58,31,6
"92672","5/7/17",8,"CENTRAL/WESTERN",18,27,29,62,29,6
"92673","5/7/17",9,"CENTRAL/WESTERN",19,29,31,67,30,5
"92674","5/7/17",10,"CENTRAL/WESTERN",19,26,29,75,31,5
"92675","5/7/17",11,"CENTRAL/WESTERN",21,30,34,75,32,6
"92676","5/7/17",12,"CENTRAL/WESTERN",17,29,31,84,29,6
"92677","5/7/17",13,"CENTRAL/WESTERN",21,26,29,98,33,6
"92678","5/7/17",14,"CENTRAL/WESTERN",23,24,27,100,33,6
"92679","5/7/17",15,"CENTRAL/WESTERN",17,26,30,94,26,5
"92680","5/7/17",16,"CENTRAL/WESTERN",16,27,31,99,24,5
"92681","5/7/17",17,"CENTRAL/WESTERN",19,29,33,101,28,5
"92682","5/7/17",18,"CENTRAL/WESTERN",20,27,28,97,29,6
"92683","5/7/17",19,"CENTRAL/WESTERN",22,29,30,95,31,6
"92684","5/7/17",20,"CENTRAL/WESTERN",19,33,34,92,29,7
"92685","5/7/17",21,"CENTRAL/WESTERN",19,42,43,72,29,10
"92686","5/7/17",22,"CENTRAL/WESTERN",20,34,34,82,31,7
"92687","5/7/17",23,"CENTRAL/WESTERN",21,29,29,82,32,8
"92688","5/7/17",24,"CENTRAL/WESTERN",17,27,28,89,25,7
"92689","6/7/17",1,"CENTRAL/WESTERN",5,13,14,28,10,2
"92690","6/7/17",2,"CENTRAL/WESTERN",4,14,15,25,10,2
"92691","6/7/17",3,"CENTRAL/WESTERN",4,16,17,24,12,1
"92692","6/7/17",4,"CENTRAL/WESTERN",5,13,15,25,10,1
"92693","6/7/17",5,"CENTRAL/WESTERN",2,33,41,8,8,2
"92694","6/7/17",6,"CENTRAL/WESTERN",4,31,42,9,10,1
"92695","6/7/17",7,"CENTRAL/WESTERN",5,26,38,12,10,2
"92696","6/7/17",8,"CENTRAL/WESTERN",6,27,47,15,12,2
"92697","6/7/17",9,"CENTRAL/WESTERN",4,21,40,23,10,3
"92698","6/7/17",10,"CENTRAL/WESTERN",4,14,24,34,10,3
"92701","6/7/17",13,"CENTRAL/WESTERN",5,11,17,50,9,2
"92708","6/7/17",20,"CENTRAL/WESTERN",4,20,23,28,9,3
"92709","6/7/17",21,"CENTRAL/WESTERN",4,23,28,20,10,4
"92710","6/7/17",22,"CENTRAL/WESTERN",5,22,27,21,11,5
"92711","6/7/17",23,"CENTRAL/WESTERN",6,21,24,21,11,8
"92712","6/7/17",24,"CENTRAL/WESTERN",5,15,16,29,10,4
"92713","7/7/17",1,"CENTRAL/WESTERN",7,21,24,30,12,4
"92714","7/7/17",2,"CENTRAL/WESTERN",6,19,21,31,12,4
"92715","7/7/17",3,"CENTRAL/WESTERN",4,10,10,37,9,4
"92716","7/7/17",4,"CENTRAL/WESTERN",4,6,7,39,9,5
"92717","7/7/17",5,"CENTRAL/WESTERN",1,13,13,32,6,6
"92718","7/7/17",6,"CENTRAL/WESTERN",3,16,16,28,9,8
"92719","7/7/17",7,"CENTRAL/WESTERN",7,21,24,25,13,7
"92720","7/7/17",8,"CENTRAL/WESTERN",5,22,29,26,12,6
"92721","7/7/17",9,"CENTRAL/WESTERN",3,26,37,26,10,5
"92722","7/7/17",10,"CENTRAL/WESTERN",3,26,40,28,11,6
"92723","7/7/17",11,"CENTRAL/WESTERN",5,19,28,33,14,6
"92724","7/7/17",12,"CENTRAL/WESTERN",6,17,27,38,15,6
"92725","7/7/17",13,"CENTRAL/WESTERN",6,25,37,31,14,6
"92726","7/7/17",14,"CENTRAL/WESTERN",3,25,35,27,9,5
"92727","7/7/17",15,"CENTRAL/WESTERN",3,35,72,19,8,7
"92728","7/7/17",16,"CENTRAL/WESTERN",5,38,64,17,13,6
"92729","7/7/17",17,"CENTRAL/WESTERN",7,37,64,20,12,6
"92730","7/7/17",18,"CENTRAL/WESTERN",5,22,29,34,11,5
"92731","7/7/17",19,"CENTRAL/WESTERN",6,29,34,25,11,12
"92732","7/7/17",20,"CENTRAL/WESTERN",4,24,28,29,10,7
"92733","7/7/17",21,"CENTRAL/WESTERN",6,47,71,9,11,13
"92734","7/7/17",22,"CENTRAL/WESTERN",9,30,43,22,15,7
"92735","7/7/17",23,"CENTRAL/WESTERN",3,29,40,17,8,4
"92736","7/7/17",24,"CENTRAL/WESTERN",5,25,29,23,12,5
"92737","8/7/17",1,"CENTRAL/WESTERN",5,11,12,34,9,9
"92738","8/7/17",2,"CENTRAL/WESTERN",4,9,9,34,9,9
"92739","8/7/17",3,"CENTRAL/WESTERN",5,13,13,26,10,11
"92740","8/7/17",4,"CENTRAL/WESTERN",6,4,4,40,10,7
"92741","8/7/17",5,"CENTRAL/WESTERN",6,5,6,38,10,7
"92742","8/7/17",6,"CENTRAL/WESTERN",7,13,14,27,11,8
"92743","8/7/17",7,"CENTRAL/WESTERN",5,14,16,29,9,7
"92744","8/7/17",8,"CENTRAL/WESTERN",6,14,18,39,11,5
"92745","8/7/17",9,"CENTRAL/WESTERN",5,14,19,45,8,5
"92746","8/7/17",10,"CENTRAL/WESTERN",3,15,22,45,7,6
"92747","8/7/17",11,"CENTRAL/WESTERN",7,22,31,53,13,9
"92748","8/7/17",12,"CENTRAL/WESTERN",14,22,29,67,20,10
"92749","8/7/17",13,"CENTRAL/WESTERN",13,16,21,74,19,9
"92750","8/7/17",14,"CENTRAL/WESTERN",11,15,22,52,16,7
"92751","8/7/17",15,"CENTRAL/WESTERN",6,9,14,50,12,6
"92752","8/7/17",16,"CENTRAL/WESTERN",8,12,18,46,14,6
"92753","8/7/17",17,"CENTRAL/WESTERN",8,12,18,41,14,5
"92754","8/7/17",18,"CENTRAL/WESTERN",5,11,16,34,11,6
"92755","8/7/17",19,"CENTRAL/WESTERN",3,18,23,22,8,7
"92756","8/7/17",20,"CENTRAL/WESTERN",3,20,24,25,8,8
"92757","8/7/17",21,"CENTRAL/WESTERN",6,32,37,18,12,9
"92758","8/7/17",22,"CENTRAL/WESTERN",7,22,25,31,11,7
"92759","8/7/17",23,"CENTRAL/WESTERN",6,18,19,33,10,8
"92760","8/7/17",24,"CENTRAL/WESTERN",5,14,15,35,9,7
"92761","9/7/17",1,"CENTRAL/WESTERN",7,15,20,42,11,4
"92762","9/7/17",2,"CENTRAL/WESTERN",5,28,50,27,9,6
"92763","9/7/17",3,"CENTRAL/WESTERN",12,59,127,2,18,16
"92764","9/7/17",4,"CENTRAL/WESTERN",10,37,54,19,16,8
"92765","9/7/17",5,"CENTRAL/WESTERN",9,4,8,42,13,3
"92766","9/7/17",6,"CENTRAL/WESTERN",10,40,90,12,14,19
"92767","9/7/17",7,"CENTRAL/WESTERN",13,34,63,18,18,11
"92768","9/7/17",8,"CENTRAL/WESTERN",12,48,167,3,17,13
"92769","9/7/17",9,"CENTRAL/WESTERN",16,58,205,4,25,23
"92770","9/7/17",10,"CENTRAL/WESTERN",18,42,116,12,25,13
"92771","9/7/17",11,"CENTRAL/WESTERN",14,27,58,28,20,9
"92772","9/7/17",12,"CENTRAL/WESTERN",13,24,42,33,20,10
"92773","9/7/17",13,"CENTRAL/WESTERN",10,23,38,35,15,6
"92774","9/7/17",14,"CENTRAL/WESTERN",8,38,74,16,12,6
"92775","9/7/17",15,"CENTRAL/WESTERN",5,50,117,7,11,4
"92776","9/7/17",16,"CENTRAL/WESTERN",10,41,93,18,17,4
"92777","9/7/17",17,"CENTRAL/WESTERN",7,38,69,17,12,7
"92778","9/7/17",18,"CENTRAL/WESTERN",4,50,131,11,10,7
"92779","9/7/17",19,"CENTRAL/WESTERN",6,32,48,33,11,2
"92780","9/7/17",20,"CENTRAL/WESTERN",7,51,165,19,12,9
"92781","9/7/17",21,"CENTRAL/WESTERN",11,67,214,3,21,14
"92782","9/7/17",22,"CENTRAL/WESTERN",15,70,233,2,23,28
"92783","9/7/17",23,"CENTRAL/WESTERN",16,68,194,2,23,41
"92784","9/7/17",24,"CENTRAL/WESTERN",13,36,57,22,18,6
"92785","1/8/17",1,"CENTRAL/WESTERN",28,49,50,72,36,4
"92786","1/8/17",2,"CENTRAL/WESTERN",28,32,32,84,36,4
"92787","1/8/17",3,"CENTRAL/WESTERN",26,39,40,73,34,4
"92788","1/8/17",4,"CENTRAL/WESTERN",28,37,37,70,36,4
"92789","1/8/17",5,"CENTRAL/WESTERN",25,96,124,5,33,4
"92790","1/8/17",6,"CENTRAL/WESTERN",26,101,164,1,35,8
"92791","1/8/17",7,"CENTRAL/WESTERN",28,91,110,2,36,6
"92792","1/8/17",8,"CENTRAL/WESTERN",27,104,321,1,36,9
"92793","1/8/17",9,"CENTRAL/WESTERN",32,98,242,3,44,11
"92794","1/8/17",10,"CENTRAL/WESTERN",41,102,222,5,53,15
"92795","1/8/17",11,"CENTRAL/WESTERN",43,103,192,12,60,21
"92796","1/8/17",12,"CENTRAL/WESTERN",45,103,161,26,64,24
"92797","1/8/17",13,"CENTRAL/WESTERN",44,98,132,34,60,22
"92798","1/8/17",14,"CENTRAL/WESTERN",46,102,138,34,61,28
"92799","1/8/17",15,"CENTRAL/WESTERN",47,77,86,85,63,14
"92800","1/8/17",16,"CENTRAL/WESTERN",51,83,90,94,68,18
"92801","1/8/17",17,"CENTRAL/WESTERN",66,89,92,134,89,18
"92802","1/8/17",18,"CENTRAL/WESTERN",78,72,72,170,106,17
"92803","1/8/17",19,"CENTRAL/WESTERN",86,82,83,122,115,25
"92804","1/8/17",20,"CENTRAL/WESTERN",97,150,216,41,127,26
"92805","1/8/17",21,"CENTRAL/WESTERN",93,164,186,12,124,23
"92806","1/8/17",22,"CENTRAL/WESTERN",93,144,157,11,118,26
"92807","1/8/17",23,"CENTRAL/WESTERN",67,135,173,6,88,18
"92808","1/8/17",24,"CENTRAL/WESTERN",51,126,160,3,69,8
"92809","2/8/17",1,"CENTRAL/WESTERN",23,18,18,91,40,8
"92810","2/8/17",2,"CENTRAL/WESTERN",23,15,16,90,40,8
"92811","2/8/17",3,"CENTRAL/WESTERN",25,13,13,90,41,8
"92812","2/8/17",4,"CENTRAL/WESTERN",19,9,10,93,37,8
"92813","2/8/17",5,"CENTRAL/WESTERN",23,9,10,93,43,8
"92814","2/8/17",6,"CENTRAL/WESTERN",21,11,12,87,40,8
"92815","2/8/17",7,"CENTRAL/WESTERN",23,21,22,74,40,9
"92816","2/8/17",8,"CENTRAL/WESTERN",19,36,40,61,37,9
"92817","2/8/17",9,"CENTRAL/WESTERN",19,48,54,50,38,9
"92818","2/8/17",10,"CENTRAL/WESTERN",23,66,81,40,42,10
"92819","2/8/17",11,"CENTRAL/WESTERN",25,63,81,43,45,11
"92820","2/8/17",12,"CENTRAL/WESTERN",25,48,60,56,45,10
"92821","2/8/17",13,"CENTRAL/WESTERN",21,45,58,62,39,10
"92822","2/8/17",14,"CENTRAL/WESTERN",28,40,50,70,44,10
"92823","2/8/17",15,"CENTRAL/WESTERN",24,48,57,62,37,10
"92824","2/8/17",16,"CENTRAL/WESTERN",23,58,66,52,37,10
"92825","2/8/17",17,"CENTRAL/WESTERN",23,87,108,25,40,10
"92826","2/8/17",18,"CENTRAL/WESTERN",26,112,152,6,45,13
"92827","2/8/17",19,"CENTRAL/WESTERN",31,120,162,2,52,16
"92828","2/8/17",20,"CENTRAL/WESTERN",35,118,195,2,61,25
"92829","2/8/17",21,"CENTRAL/WESTERN",43,83,114,13,68,12
"92830","2/8/17",22,"CENTRAL/WESTERN",33,46,52,28,47,10
"92831","2/8/17",23,"CENTRAL/WESTERN",15,44,56,13,19,9
"92833","3/8/17",1,"CENTRAL/WESTERN",56,35,36,52,74,8
"92834","3/8/17",2,"CENTRAL/WESTERN",48,29,29,64,66,8
"92835","3/8/17",3,"CENTRAL/WESTERN",53,27,28,69,72,8
"92836","3/8/17",4,"CENTRAL/WESTERN",60,30,31,55,81,8
"92837","3/8/17",5,"CENTRAL/WESTERN",48,32,33,37,60,5
"92838","3/8/17",6,"CENTRAL/WESTERN",28,24,25,44,32,5
"92839","3/8/17",7,"CENTRAL/WESTERN",23,27,29,38,26,5
"92840","3/8/17",8,"CENTRAL/WESTERN",17,46,59,22,21,8
"92841","3/8/17",9,"CENTRAL/WESTERN",17,69,112,4,23,7
"92842","3/8/17",10,"CENTRAL/WESTERN",12,64,109,6,18,6
"92843","3/8/17",11,"CENTRAL/WESTERN",11,63,120,6,16,6
"92844","3/8/17",12,"CENTRAL/WESTERN",11,57,97,12,16,6
"92845","3/8/17",13,"CENTRAL/WESTERN",12,57,85,17,16,5
"92846","3/8/17",14,"CENTRAL/WESTERN",12,61,86,19,17,5
"92847","3/8/17",15,"CENTRAL/WESTERN",16,65,97,22,22,6
"92848","3/8/17",16,"CENTRAL/WESTERN",21,80,121,14,28,9
"92849","3/8/17",17,"CENTRAL/WESTERN",28,91,146,7,36,11
"92850","3/8/17",18,"CENTRAL/WESTERN",29,89,112,11,39,6
"92851","3/8/17",19,"CENTRAL/WESTERN",29,86,100,9,39,6
"92852","3/8/17",20,"CENTRAL/WESTERN",33,80,91,14,43,6
"92853","3/8/17",21,"CENTRAL/WESTERN",31,60,66,22,39,10
"92854","3/8/17",22,"CENTRAL/WESTERN",37,45,48,31,44,6
"92855","3/8/17",23,"CENTRAL/WESTERN",41,44,47,29,51,6
"92857","4/8/17",1,"CENTRAL/WESTERN",32,76,280,0,50,20
"92858","4/8/17",2,"CENTRAL/WESTERN",25,68,222,0,39,19
"92859","4/8/17",3,"CENTRAL/WESTERN",21,55,97,0,34,14
"92860","4/8/17",4,"CENTRAL/WESTERN",21,49,82,0,32,11
"92861","4/8/17",5,"CENTRAL/WESTERN",20,42,49,1,31,9
"92862","4/8/17",6,"CENTRAL/WESTERN",20,42,62,1,31,9
"92863","4/8/17",7,"CENTRAL/WESTERN",23,41,60,1,34,8
"92864","4/8/17",8,"CENTRAL/WESTERN",24,40,70,2,34,9
"92865","4/8/17",9,"CENTRAL/WESTERN",24,43,96,4,34,9
"92866","4/8/17",10,"CENTRAL/WESTERN",25,50,140,4,36,9
"92867","4/8/17",11,"CENTRAL/WESTERN",27,58,187,2,41,14
"92868","4/8/17",12,"CENTRAL/WESTERN",28,62,209,4,47,17
"92869","4/8/17",13,"CENTRAL/WESTERN",22,28,55,24,34,10
"92870","4/8/17",14,"CENTRAL/WESTERN",11,37,75,19,22,9
"92872","4/8/17",16,"CENTRAL/WESTERN",13,23,37,27,24,7
"92873","4/8/17",17,"CENTRAL/WESTERN",11,19,28,33,21,6
"92874","4/8/17",18,"CENTRAL/WESTERN",11,17,22,37,18,6
"92875","4/8/17",19,"CENTRAL/WESTERN",14,23,26,37,19,7
"92876","4/8/17",20,"CENTRAL/WESTERN",16,23,26,32,21,7
"92877","4/8/17",21,"CENTRAL/WESTERN",12,30,34,24,17,6
"92878","4/8/17",22,"CENTRAL/WESTERN",13,33,38,18,17,6
"92879","4/8/17",23,"CENTRAL/WESTERN",11,32,36,20,16,7
"92880","4/8/17",24,"CENTRAL/WESTERN",11,27,32,18,15,6
"92881","5/8/17",1,"CENTRAL/WESTERN",16,22,22,87,23,7
"92882","5/8/17",2,"CENTRAL/WESTERN",14,19,20,88,23,7
"92883","5/8/17",3,"CENTRAL/WESTERN",18,13,14,100,25,6
"92884","5/8/17",4,"CENTRAL/WESTERN",15,12,12,92,23,7
"92885","5/8/17",5,"CENTRAL/WESTERN",18,13,14,93,28,8
"92886","5/8/17",6,"CENTRAL/WESTERN",21,16,16,91,32,7
"92887","5/8/17",7,"CENTRAL/WESTERN",21,22,22,82,34,7
"92888","5/8/17",8,"CENTRAL/WESTERN",21,47,53,52,35,8
"92889","5/8/17",9,"CENTRAL/WESTERN",22,57,70,42,37,8
"92890","5/8/17",10,"CENTRAL/WESTERN",24,60,79,43,41,9
"92891","5/8/17",11,"CENTRAL/WESTERN",27,53,69,48,48,8
"92892","5/8/17",12,"CENTRAL/WESTERN",28,44,58,70,50,8
"92893","5/8/17",13,"CENTRAL/WESTERN",27,44,54,77,51,7
"92894","5/8/17",14,"CENTRAL/WESTERN",31,41,50,71,57,6
"92895","5/8/17",15,"CENTRAL/WESTERN",30,37,46,66,57,6
"92896","5/8/17",16,"CENTRAL/WESTERN",28,55,66,56,54,8
"92897","5/8/17",17,"CENTRAL/WESTERN",28,44,52,58,55,7
"92898","5/8/17",18,"CENTRAL/WESTERN",27,17,19,71,49,6
"92899","5/8/17",19,"CENTRAL/WESTERN",22,30,32,51,40,6
"92900","5/8/17",20,"CENTRAL/WESTERN",22,32,35,45,43,6
"92901","5/8/17",21,"CENTRAL/WESTERN",19,21,23,41,35,7
"92902","5/8/17",22,"CENTRAL/WESTERN",16,25,27,34,27,7
"92903","5/8/17",23,"CENTRAL/WESTERN",14,34,42,31,24,6
"92904","5/8/17",24,"CENTRAL/WESTERN",9,22,23,96,21,6
"92905","6/8/17",1,"CENTRAL/WESTERN",4,16,18,27,10,5
"92906","6/8/17",2,"CENTRAL/WESTERN",7,8,9,33,12,2
"92907","6/8/17",3,"CENTRAL/WESTERN",7,12,13,32,11,2
"92908","6/8/17",4,"CENTRAL/WESTERN",6,7,8,34,10,2
"92909","6/8/17",5,"CENTRAL/WESTERN",5,6,7,34,10,2
"92910","6/8/17",6,"CENTRAL/WESTERN",3,15,17,24,7,3
"92911","6/8/17",7,"CENTRAL/WESTERN",4,13,17,26,9,2
"92912","6/8/17",8,"CENTRAL/WESTERN",7,18,29,26,11,2
"92913","6/8/17",9,"CENTRAL/WESTERN",7,28,49,20,14,4
"92914","6/8/17",10,"CENTRAL/WESTERN",6,19,31,31,12,3
"92915","6/8/17",11,"CENTRAL/WESTERN",2,15,24,38,9,3
"92916","6/8/17",12,"CENTRAL/WESTERN",10,14,22,44,17,2
"92917","6/8/17",13,"CENTRAL/WESTERN",6,14,21,44,13,2
"92918","6/8/17",14,"CENTRAL/WESTERN",6,13,19,46,13,2
"92920","6/8/17",16,"CENTRAL/WESTERN",11,19,29,41,16,2
"92921","6/8/17",17,"CENTRAL/WESTERN",10,20,29,34,21,2
"92922","6/8/17",18,"CENTRAL/WESTERN",8,14,20,37,13,2
"92923","6/8/17",19,"CENTRAL/WESTERN",6,14,18,37,12,2
"92924","6/8/17",20,"CENTRAL/WESTERN",6,15,18,30,11,1
"92925","6/8/17",21,"CENTRAL/WESTERN",5,14,17,28,10,2
"92926","6/8/17",22,"CENTRAL/WESTERN",5,15,18,26,10,3
"92927","6/8/17",23,"CENTRAL/WESTERN",6,17,20,23,11,4
"92928","6/8/17",24,"CENTRAL/WESTERN",7,14,18,25,11,2
"92929","7/8/17",1,"CENTRAL/WESTERN",6,23,25,24,12,5
"92930","7/8/17",2,"CENTRAL/WESTERN",7,23,25,24,14,4
"92931","7/8/17",3,"CENTRAL/WESTERN",5,26,28,24,14,5
"92932","7/8/17",4,"CENTRAL/WESTERN",6,10,10,38,14,6
"92933","7/8/17",5,"CENTRAL/WESTERN",6,12,12,35,14,5
"92934","7/8/17",6,"CENTRAL/WESTERN",6,8,9,36,14,5
"92935","7/8/17",7,"CENTRAL/WESTERN",5,16,17,28,11,6
"92936","7/8/17",8,"CENTRAL/WESTERN",3,17,21,27,8,6
"92937","7/8/17",9,"CENTRAL/WESTERN",3,23,38,22,9,5
"92938","7/8/17",10,"CENTRAL/WESTERN",6,23,33,23,16,6
"92939","7/8/17",11,"CENTRAL/WESTERN",8,20,28,27,14,5
"92940","7/8/17",12,"CENTRAL/WESTERN",7,52,120,5,13,8
"92941","7/8/17",13,"CENTRAL/WESTERN",10,58,170,4,20,11
"92942","7/8/17",14,"CENTRAL/WESTERN",13,53,152,8,23,9
"92943","7/8/17",15,"CENTRAL/WESTERN",11,26,39,25,23,6
"92944","7/8/17",16,"CENTRAL/WESTERN",9,23,33,26,20,6
"92945","7/8/17",17,"CENTRAL/WESTERN",9,18,24,28,19,5
"92946","7/8/17",18,"CENTRAL/WESTERN",6,20,28,24,14,5
"92947","7/8/17",19,"CENTRAL/WESTERN",6,21,27,21,15,5
"92948","7/8/17",20,"CENTRAL/WESTERN",9,33,45,11,19,5
"92949","7/8/17",21,"CENTRAL/WESTERN",9,23,27,18,18,5
"92950","7/8/17",22,"CENTRAL/WESTERN",7,24,30,16,16,5
"92951","7/8/17",23,"CENTRAL/WESTERN",6,20,25,18,15,5
"92952","7/8/17",24,"CENTRAL/WESTERN",7,16,18,22,16,5
"92953","8/8/17",1,"CENTRAL/WESTERN",5,14,15,33,10,7
"92954","8/8/17",2,"CENTRAL/WESTERN",5,7,7,43,11,6
"92955","8/8/17",3,"CENTRAL/WESTERN",7,7,8,43,13,5
"92956","8/8/17",4,"CENTRAL/WESTERN",5,4,4,43,12,5
"92957","8/8/17",5,"CENTRAL/WESTERN",3,4,4,40,9,5
"92958","8/8/17",6,"CENTRAL/WESTERN",4,10,10,30,10,6
"92959","8/8/17",7,"CENTRAL/WESTERN",4,9,10,30,10,6
"92960","8/8/17",8,"CENTRAL/WESTERN",2,13,20,30,8,5
"92961","8/8/17",9,"CENTRAL/WESTERN",4,13,19,31,10,5
"92962","8/8/17",10,"CENTRAL/WESTERN",4,19,33,29,10,7
"92963","8/8/17",11,"CENTRAL/WESTERN",8,18,31,31,17,10
"92964","8/8/17",12,"CENTRAL/WESTERN",7,12,18,39,18,7
"92965","8/8/17",13,"CENTRAL/WESTERN",6,8,13,41,15,4
"92966","8/8/17",14,"CENTRAL/WESTERN",3,9,16,40,9,5
"92967","8/8/17",15,"CENTRAL/WESTERN",4,10,16,39,13,6
"92968","8/8/17",16,"CENTRAL/WESTERN",6,10,15,42,15,5
"92969","8/8/17",17,"CENTRAL/WESTERN",5,12,20,40,13,5
"92970","8/8/17",18,"CENTRAL/WESTERN",6,15,21,33,15,8
"92971","8/8/17",19,"CENTRAL/WESTERN",5,16,20,33,12,6
"92972","8/8/17",20,"CENTRAL/WESTERN",7,19,23,25,14,7
"92973","8/8/17",21,"CENTRAL/WESTERN",9,15,18,26,16,6
"92974","8/8/17",22,"CENTRAL/WESTERN",8,14,16,28,15,6
"92975","8/8/17",23,"CENTRAL/WESTERN",7,12,13,33,13,6
"92976","8/8/17",24,"CENTRAL/WESTERN",6,16,18,30,13,8
"92977","9/8/17",1,"CENTRAL/WESTERN",7,11,16,45,9,5
